vehicle_id,length_of_study_time_step,in_study_repair
19694,200.2,0
19697,142.8,0
19698,149.6,1
19699,313.6,0
19700,210.0,1
19704,331.6,0
19705,324.8,0
19706,285.4,0
19707,347.6,0
19708,335.6,0
19710,351.2,0
19711,143.2,0
19712,320.0,0
19713,345.0,0
19714,330.4,0
19715,291.6,0
19716,345.8,0
19717,143.6,0
19720,192.2,1
19721,147.8,0
19722,205.8,0
19723,343.4,0
19724,229.0,0
19725,133.2,1
19726,326.2,0
19727,219.0,0
19728,214.2,1
19730,333.2,0
19731,290.4,0
19732,285.6,0
19733,340.2,0
19736,139.4,0
19737,211.2,1
19738,316.4,0
19739,144.2,0
19741,341.8,0
19742,289.8,0
19743,333.8,0
19744,290.6,0
19745,165.0,0
19746,291.4,0
19748,317.2,0
19749,287.8,0
19750,263.4,1
19752,319.4,0
19753,236.2,0
19757,123.0,0
19759,284.0,1
19760,142.6,0
19761,291.2,0
19762,320.6,0
19763,226.0,0
19764,227.8,0
19765,342.0,0
19766,131.8,0
19767,141.4,0
19769,317.0,0
19771,142.8,0
19772,344.4,0
19774,330.2,0
19775,213.2,0
19776,352.6,0
19777,216.8,0
19778,304.8,1
19779,228.2,0
19780,352.0,0
19781,347.0,0
19784,215.8,0
19785,141.4,0
19787,230.4,0
19791,196.4,0
19793,313.8,0
19794,142.0,0
19795,353.2,0
19799,137.2,0
19801,353.2,0
19802,145.6,0
19804,332.4,0
19805,341.8,0
19806,330.4,0
19808,316.2,0
19809,347.2,0
19810,143.6,0
19811,330.4,0
19812,219.0,1
19813,137.4,0
19814,145.2,0
19815,295.0,0
19817,127.6,0
19818,283.6,0
19819,144.2,0
19820,350.2,0
19822,333.8,0
19824,336.8,0
19825,344.0,0
19826,287.4,0
19828,197.4,1
19829,124.8,0
19831,109.4,1
19833,140.4,0
19834,348.6,0
19835,334.0,0
19836,290.0,0
19837,266.4,1
19838,137.2,0
19839,116.6,1
19840,332.0,0
19843,346.2,0
19844,132.8,0
19845,308.8,0
19847,141.6,0
19849,149.8,0
19851,237.2,0
19852,325.8,0
19853,114.0,1
19854,144.6,0
19855,319.8,0
19859,274.4,0
19861,327.0,0
19862,133.0,1
19863,276.8,0
19864,137.0,0
19866,346.0,0
19867,339.6,0
19868,146.2,0
19869,293.2,0
19870,214.2,0
19871,346.6,0
19872,343.4,0
19873,144.2,0
19875,349.6,0
19876,269.6,0
19877,86.8,1
19879,273.2,0
19880,342.2,0
19881,315.2,0
19882,291.2,0
19883,174.4,0
19884,325.2,0
19885,294.6,0
19886,280.8,0
19889,346.6,0
19892,144.6,0
19893,333.0,0
19894,330.0,0
19895,127.6,0
19896,217.2,0
19900,122.4,0
19901,334.0,0
19902,281.8,0
19904,289.0,0
19905,219.4,1
19906,129.8,0
19907,307.8,1
19908,219.0,0
19909,212.6,0
19915,332.2,0
19916,345.4,0
19918,179.2,0
19919,178.6,0
19920,249.8,1
19922,332.6,0
19923,235.0,0
19925,262.8,0
19927,123.2,0
19929,232.2,0
19931,351.0,0
19933,332.0,0
19934,286.8,0
19935,262.8,0
19940,245.6,0
19941,345.8,0
19943,306.6,0
19944,308.8,0
19945,327.6,0
19947,144.0,0
19948,142.2,0
19949,336.0,0
19950,139.4,0
19951,340.4,0
19952,345.2,0
19953,343.0,0
19954,243.2,0
19956,137.8,0
19957,340.0,0
19958,212.0,0
19960,326.2,0
19963,322.6,0
19964,346.6,0
19965,313.8,0
19966,249.8,0
19967,312.2,0
19968,217.8,0
19969,289.8,0
19971,144.2,0
19974,308.0,0
19975,346.6,0
19976,143.4,0
19977,337.6,0
19978,293.6,0
19979,324.6,0
19980,319.0,1
19981,334.0,0
19982,347.8,0
19984,143.0,0
19986,146.2,0
19987,353.0,0
19988,281.2,1
19989,181.6,0
19990,212.2,0
19991,347.2,0
19992,174.2,0
19993,340.2,0
19995,345.0,0
19996,183.8,1
19998,133.4,0
20000,179.4,0
20002,328.8,0
20003,338.6,0
20004,322.8,0
20005,320.6,0
20006,291.6,0
20007,194.6,0
20008,324.8,0
20009,329.0,0
20010,210.2,0
20012,144.0,1
20013,124.4,0
20014,300.8,0
20015,348.8,0
20018,172.0,1
20019,211.4,1
20021,324.4,1
20024,290.6,0
20025,129.8,0
20026,334.6,0
20027,284.8,0
20028,255.0,0
20029,301.6,0
20030,338.0,0
20031,329.0,0
20032,337.8,0
20033,312.6,0
20034,170.2,0
20037,125.0,0
20038,143.0,0
20039,137.2,0
20041,321.0,0
20042,251.0,1
20043,301.8,0
20044,343.8,0
20045,344.2,0
20047,312.6,0
20050,126.2,0
20051,144.8,0
20053,302.2,0
20054,341.8,0
20055,331.0,0
20056,327.2,0
20057,327.8,0
20058,173.8,0
20060,147.6,0
20061,283.6,0
20063,326.8,0
20064,346.4,0
20067,143.6,1
20068,341.2,0
20071,317.4,0
20072,308.4,0
20075,144.2,0
20076,323.2,0
20077,141.8,0
20079,305.2,0
20080,143.0,0
20081,290.2,0
20083,178.8,0
20084,290.2,1
20086,337.6,0
20087,343.2,0
20090,288.4,0
20093,209.2,0
20094,302.8,0
20096,204.4,1
20097,349.2,0
20099,340.2,1
20100,315.0,0
20101,328.4,0
20102,343.8,0
20103,243.8,1
20104,291.8,0
20105,342.6,0
20107,318.2,0
20108,142.2,0
20109,244.6,1
20112,320.8,0
20113,290.2,0
20114,285.6,0
20115,143.6,0
20117,288.4,0
20118,147.4,0
20121,83.0,1
20122,335.2,0
20123,327.6,0
20125,342.0,0
20126,146.0,0
20127,145.8,0
20128,142.8,0
20129,143.4,0
20130,283.6,0
20132,320.0,0
20133,336.8,0
20134,343.6,0
20135,319.6,0
20136,145.8,0
20138,176.4,0
20139,332.4,0
20141,293.4,0
20142,197.0,0
20143,139.6,0
20145,289.0,0
20146,335.8,0
20147,320.2,0
20149,145.4,0
20150,264.0,1
20152,328.6,0
20153,327.6,0
20154,350.2,0
20156,135.8,0
20158,241.4,0
20160,328.2,0
20161,293.6,0
20162,287.2,0
20163,250.6,0
20164,316.6,0
20169,341.6,0
20171,313.8,0
20172,145.6,0
20173,202.8,0
20175,248.0,0
20176,146.2,0
20177,216.2,0
20178,352.0,0
20180,139.4,0
20182,344.0,0
20183,256.0,1
20184,135.2,0
20185,212.6,0
20186,182.6,0
20187,289.8,0
20188,347.8,0
20191,335.0,0
20192,291.0,0
20194,337.6,0
20196,143.6,0
20197,146.0,0
20199,337.4,0
20200,287.8,0
20201,212.0,0
20202,218.2,0
20203,225.4,0
20204,287.6,0
20205,146.0,0
20207,145.6,0
20208,141.2,0
20209,143.2,0
20210,143.8,0
20212,208.2,0
20213,337.0,0
20216,139.6,0
20217,328.8,0
20218,334.6,0
20219,314.6,0
20220,299.8,0
20221,170.8,0
20222,330.2,0
20223,203.8,0
20225,203.4,0
20226,131.2,0
20228,140.8,0
20229,340.6,0
20230,333.4,0
20231,347.0,0
20232,330.4,0
20233,338.8,0
20235,208.6,0
20236,340.0,0
20239,325.8,0
20240,216.2,0
20241,325.6,0
20242,311.6,0
20243,342.4,0
20244,142.8,0
20246,334.8,0
20247,348.6,0
20248,123.2,0
20249,137.8,0
20251,191.4,0
20253,206.8,0
20254,340.0,0
20255,219.0,0
20256,332.8,0
20257,210.4,1
20258,214.2,0
20259,345.0,0
20262,151.6,0
20263,319.2,0
20264,329.0,0
20265,288.2,0
20266,288.2,0
20267,143.4,0
20268,288.2,0
20269,209.2,0
20270,345.0,0
20271,301.6,0
20272,270.0,1
20274,145.2,0
20276,215.6,0
20277,143.6,0
20280,219.0,0
20282,221.8,0
20283,343.8,0
20284,183.4,1
20285,143.4,0
20287,181.0,0
20288,339.4,0
20289,333.8,0
20290,336.2,0
20291,124.8,0
20293,309.6,0
20294,209.6,0
20296,305.6,0
20297,295.6,1
20298,142.4,0
20299,298.2,0
20301,218.8,0
20302,153.8,0
20303,346.4,0
20305,192.2,0
20306,292.2,0
20307,182.4,0
20308,242.6,1
20309,124.2,0
20310,271.8,0
20311,309.0,0
20312,281.6,0
20314,293.4,0
20315,281.4,0
20317,286.8,0
20318,335.4,0
20321,80.8,1
20322,245.8,0
20323,332.8,0
20324,144.2,0
20325,208.2,0
20326,139.8,0
20327,255.0,0
20329,239.2,0
20333,140.6,0
20334,330.2,0
20335,143.4,0
20336,143.4,0
20337,332.6,0
20339,330.8,0
20341,143.0,0
20343,341.2,0
20344,156.8,0
20345,347.6,0
20346,349.4,0
20348,231.2,0
20349,143.8,0
20350,227.0,0
20351,286.0,0
20352,218.4,0
20355,135.2,0
20357,304.4,0
20358,322.0,0
20359,138.2,0
20360,340.0,0
20361,314.4,0
20362,144.2,0
20363,193.6,0
20364,278.2,0
20367,278.2,0
20368,197.4,0
20369,332.8,1
20370,317.8,0
20372,142.2,0
20373,344.4,0
20375,260.8,1
20376,288.8,0
20377,326.0,0
20378,344.2,0
20379,138.4,0
20380,138.2,0
20382,226.4,0
20383,277.0,1
20386,205.4,0
20389,334.8,0
20390,143.6,0
20391,348.4,0
20392,336.2,0
20393,214.2,0
20394,345.6,0
20396,324.0,0
20397,265.8,0
20398,217.4,0
20399,323.4,0
20400,335.4,0
20401,331.8,0
20402,144.6,0
20403,324.8,0
20404,136.8,0
20408,303.8,0
20411,251.8,0
20412,320.4,0
20414,218.8,0
20415,276.8,0
20416,230.6,0
20417,317.8,1
20420,336.6,1
20422,287.6,1
20423,238.8,1
20424,327.6,0
20425,258.2,0
20428,291.4,0
20430,314.8,0
20431,205.6,0
20432,277.0,0
20433,274.0,0
20434,342.8,0
20435,338.8,0
20436,175.6,0
20437,142.2,0
20440,328.6,0
20441,145.6,0
20443,319.0,0
20445,141.6,0
20446,303.6,0
20447,145.8,0
20448,334.0,0
20449,338.0,0
20450,342.6,0
20451,342.8,0
20453,347.8,0
20454,348.2,0
20455,347.0,0
20456,310.8,0
20457,243.6,0
20460,344.4,0
20462,130.8,1
20463,293.8,0
20464,337.4,0
20466,291.2,0
20468,207.8,0
20470,198.6,1
20471,320.8,0
20473,336.2,0
20476,320.0,0
20477,325.0,0
20478,314.4,0
20479,328.0,0
20480,334.6,0
20481,320.8,0
20482,133.8,0
20483,266.0,1
20484,164.4,0
20485,292.2,0
20487,315.0,0
20489,166.6,0
20491,316.4,0
20492,270.8,1
20493,288.6,0
20496,300.4,0
20498,313.4,0
20499,344.8,0
20500,326.2,0
20501,317.4,0
20502,334.8,0
20503,327.8,0
20505,338.6,0
20506,316.2,1
20507,346.8,0
20508,339.6,0
20510,335.4,0
20511,315.0,0
20512,341.0,0
20513,135.8,0
20514,344.2,0
20515,289.6,0
20516,271.0,0
20517,306.4,0
20518,311.4,0
20520,143.0,0
20521,337.6,0
20523,326.6,0
20524,335.4,0
20525,140.8,0
20526,316.8,0
20527,198.0,0
20530,342.2,0
20532,322.6,0
20533,315.0,0
20534,144.0,0
20536,332.8,0
20537,177.4,0
20538,338.8,0
20540,314.6,0
20541,143.4,0
20542,321.6,0
20544,145.0,0
20545,311.8,0
20546,131.6,1
20548,144.0,0
20549,315.6,0
20550,319.0,0
20551,257.2,1
20552,145.2,0
20553,335.4,0
20554,300.2,0
20557,144.2,0
20558,253.0,0
20559,341.0,0
20560,140.6,0
20562,145.4,0
20563,334.6,0
20565,317.8,0
20567,343.8,0
20568,333.2,0
20569,335.2,0
20570,142.2,1
20571,328.2,0
20573,147.8,0
20574,137.2,0
20575,144.0,0
20576,341.6,0
20577,327.8,0
20578,193.8,0
20579,313.6,0
20580,337.4,0
20582,327.6,0
20583,143.4,0
20585,144.2,0
20586,347.4,0
20587,230.4,0
20588,252.8,1
20590,180.0,0
20591,319.2,0
20592,336.0,0
20593,194.2,1
20594,206.0,0
20595,315.0,0
20596,341.0,0
20597,307.6,0
20598,290.0,0
20599,328.2,0
20600,335.4,0
20601,218.4,0
20602,340.0,0
20603,277.8,0
20604,329.0,1
20606,325.0,0
20607,340.0,0
20608,346.4,0
20610,294.0,1
20611,335.4,0
20612,125.0,0
20613,340.4,1
20614,218.6,1
20615,289.2,0
20616,214.8,0
20617,318.0,0
20618,323.4,0
20619,195.4,0
20624,334.6,0
20625,330.2,0
20626,332.8,0
20629,333.8,0
20631,102.0,1
20633,284.0,0
20634,338.0,0
20635,141.4,0
20636,322.4,0
20638,188.0,0
20639,317.6,0
20640,299.8,0
20641,329.0,0
20642,196.2,0
20643,347.4,0
20645,74.8,1
20646,321.4,0
20648,315.2,0
20651,145.6,0
20652,310.6,0
20653,215.0,0
20655,140.8,0
20656,264.4,1
20657,311.2,0
20658,318.0,0
20660,336.4,0
20661,279.0,1
20662,309.8,0
20664,313.6,0
20667,319.0,0
20668,340.8,0
20671,322.2,0
20672,300.2,0
20675,321.6,0
20676,346.4,0
20677,342.8,0
20680,280.0,0
20682,121.8,0
20683,340.0,0
20684,292.2,0
20685,333.6,0
20688,338.0,0
20689,250.6,0
20690,199.8,1
20693,143.6,0
20695,137.4,0
20696,320.4,0
20697,144.6,0
20698,332.8,0
20699,182.2,0
20700,143.4,0
20701,208.6,0
20704,141.6,0
20705,324.0,0
20706,314.4,0
20711,339.8,0
20712,270.2,0
20713,284.6,1
20715,138.6,0
20716,326.0,0
20717,204.8,0
20718,140.0,0
20719,340.4,0
20720,134.4,0
20721,338.8,0
20724,331.6,0
20725,326.0,0
20727,334.6,0
20728,320.2,0
20729,346.4,0
20731,216.0,0
20732,343.4,0
20733,235.2,1
20734,277.6,0
20735,343.4,0
20736,145.0,0
20737,313.6,0
20738,208.8,0
20739,135.8,0
20740,294.6,0
20741,318.8,0
20742,327.2,0
20743,289.6,0
20744,286.8,0
20745,136.2,0
20747,132.4,0
20750,309.2,0
20751,327.6,0
20752,138.6,0
20754,331.8,1
20756,145.0,0
20757,124.8,0
20758,346.6,0
20760,329.0,0
20763,342.2,0
20765,322.2,0
20770,114.0,1
20773,325.0,0
20774,141.2,0
20776,311.6,0
20778,233.8,1
20779,136.4,0
20780,286.8,1
20781,134.8,0
20785,328.8,0
20786,179.8,0
20787,141.4,0
20788,244.0,0
20789,331.8,0
20790,180.4,0
20791,333.0,0
20792,320.0,0
20794,310.2,0
20796,297.6,0
20797,207.2,1
20798,161.6,0
20800,197.2,1
20801,332.6,0
20802,329.2,0
20803,323.4,0
20804,217.6,0
20807,281.4,0
20808,219.0,0
20809,333.0,0
20812,240.0,0
20813,330.2,0
20815,143.6,0
20816,343.0,0
20818,255.0,0
20819,142.6,0
20822,139.4,0
20823,137.8,0
20824,322.4,0
20825,330.8,0
20826,328.8,0
20827,136.4,0
20829,313.6,0
20830,143.4,0
20832,338.6,0
20834,339.4,0
20835,339.2,0
20836,319.2,0
20837,333.8,0
20842,318.6,0
20844,319.6,0
20845,333.8,0
20846,208.6,0
20847,145.0,0
20848,303.8,0
20849,135.0,0
20850,329.4,0
20851,164.4,0
20852,322.8,0
20853,336.6,0
20854,326.2,0
20855,209.8,0
20857,339.0,0
20858,121.2,0
20859,296.0,0
20860,281.6,0
20861,134.6,0
20862,251.6,0
20864,299.6,0
20865,145.6,0
20867,319.2,0
20868,272.4,0
20870,257.2,0
20871,308.8,0
20872,329.8,0
20873,289.6,0
20875,332.6,0
20876,207.2,0
20877,303.6,0
20878,274.0,0
20879,145.0,0
20880,298.0,0
20881,332.2,0
20884,135.4,0
20886,309.6,0
20889,263.0,1
20890,328.4,0
20892,83.6,1
20894,343.8,0
20895,282.0,0
20896,175.8,0
20898,140.0,0
20899,227.4,0
20900,244.8,0
20901,322.6,0
20902,172.2,0
20903,333.0,0
20905,334.2,0
20906,218.2,0
20907,144.4,0
20910,141.4,0
20912,253.8,0
20914,344.8,0
20915,239.2,0
20916,145.6,0
20917,217.6,0
20918,332.4,0
20919,241.6,0
20920,339.2,0
20922,322.2,0
20923,289.6,0
20924,267.4,0
20925,216.2,0
20926,144.2,0
20927,141.8,0
20928,146.8,0
20929,339.6,0
20931,218.4,0
20933,131.6,0
20934,323.2,0
20935,330.2,0
20936,329.2,0
20938,235.2,0
20940,330.0,1
20943,342.0,0
20945,208.0,0
20946,306.6,0
20947,242.6,0
20948,217.4,0
20949,330.0,0
20950,312.0,0
20951,283.6,1
20952,210.2,0
20953,182.0,0
20954,140.2,0
20955,280.6,0
20957,139.4,0
20959,218.0,0
20960,337.2,0
20961,145.6,0
20962,338.6,0
20963,329.0,0
20965,247.0,0
20966,287.8,0
20967,271.6,1
20968,311.6,0
20969,133.6,0
20970,321.4,0
20972,265.8,0
20973,338.2,0
20974,140.6,0
20975,285.8,0
20976,134.4,0
20979,330.6,0
20982,324.2,0
20983,144.0,0
20985,316.0,0
20986,338.6,0
20988,208.6,0
20989,288.4,0
20990,297.6,0
20991,331.6,0
20992,318.6,0
20993,127.6,0
20994,218.2,0
20995,294.4,0
20997,320.0,0
20998,137.0,0
20999,278.8,1
21000,285.4,0
21001,282.2,0
21002,295.4,0
21005,311.8,0
21006,216.0,0
21007,279.2,1
21008,301.8,0
21010,143.2,0
21011,330.8,0
21012,340.6,0
21013,210.8,0
21014,145.2,0
21018,224.8,1
21020,328.6,0
21022,246.8,0
21023,307.4,0
21024,334.8,0
21026,138.2,0
21027,328.2,0
21028,174.6,0
21030,315.2,0
21031,213.0,0
21032,285.6,0
21033,318.4,0
21034,217.0,1
21035,210.0,0
21036,326.8,0
21038,217.0,1
21039,342.0,0
21040,140.8,0
21042,335.2,0
21047,313.8,0
21048,275.4,0
21049,323.4,0
21050,144.8,0
21051,173.2,0
21054,305.8,0
21055,336.8,0
21056,339.0,0
21058,212.2,0
21059,139.2,1
21060,283.0,0
21062,136.0,0
21063,216.4,1
21064,336.0,0
21065,123.8,0
21066,325.0,0
21067,316.4,0
21068,303.4,0
21071,141.2,0
21072,318.4,0
21073,124.0,0
21074,324.2,0
21077,139.2,0
21080,137.2,0
21081,139.4,0
21084,203.0,0
21085,291.0,0
21086,326.6,0
21087,337.4,0
21089,218.8,0
21090,328.2,0
21091,248.4,0
21094,139.2,0
21095,144.2,0
21096,331.8,0
21097,218.8,0
21098,332.0,0
21099,329.0,0
21100,216.0,1
21101,133.6,0
21102,143.4,0
21103,233.2,0
21104,259.8,1
21105,127.0,0
21108,166.8,1
21109,322.4,0
21110,307.2,0
21112,313.4,0
21115,156.2,0
21116,271.4,1
21117,155.2,0
21118,337.4,0
21119,185.2,1
21120,329.0,0
21121,287.0,0
21122,264.4,0
21123,175.2,0
21124,294.8,0
21125,132.6,0
21127,213.0,0
21128,218.4,0
21129,312.0,0
21130,314.0,0
21131,315.8,0
21133,207.4,1
21134,217.4,0
21137,219.6,0
21138,146.2,0
21140,211.0,0
21141,318.2,0
21142,171.0,0
21146,248.6,0
21147,304.4,0
21148,335.8,0
21149,260.0,0
21150,306.8,0
21151,143.8,0
21153,134.0,0
21155,171.0,0
21157,251.8,0
21159,288.4,1
21160,210.8,1
21161,218.8,1
21162,331.2,0
21165,284.4,0
21167,214.2,0
21168,181.2,0
21170,332.4,0
21171,141.0,0
21173,329.0,0
21174,327.2,0
21176,146.4,0
21177,140.8,0
21179,140.4,0
21180,233.4,0
21181,139.2,0
21182,325.6,0
21183,131.4,0
21187,285.2,0
21188,305.0,0
21190,215.0,0
21191,328.0,0
21194,203.4,1
21196,304.6,0
21197,337.6,0
21198,300.2,0
21199,329.8,0
21201,133.0,0
21202,320.8,0
21203,324.0,0
21204,182.6,0
21205,308.8,0
21207,278.4,0
21210,311.8,0
21213,311.2,0
21214,208.2,0
21215,329.4,0
21216,321.2,0
21217,317.0,0
21218,318.2,0
21219,133.6,0
21220,328.6,0
21221,321.2,0
21225,337.2,0
21226,317.4,0
21227,329.4,0
21228,290.2,0
21230,316.4,0
21231,151.4,0
21233,162.8,0
21234,312.2,0
21235,121.4,0
21236,301.8,0
21237,318.8,0
21238,247.0,0
21239,312.4,0
21240,309.8,0
21241,277.4,0
21243,279.2,0
21244,341.8,0
21246,129.0,0
21248,144.8,0
21252,217.6,1
21253,244.8,0
21254,144.6,0
21255,134.8,1
21256,326.0,0
21258,181.8,0
21259,288.0,0
21260,219.0,0
21261,309.8,0
21262,332.8,0
21263,170.8,0
21264,140.2,0
21265,136.2,0
21267,218.6,0
21268,127.2,0
21270,333.4,0
21271,179.8,0
21273,315.2,0
21274,206.0,1
21275,328.2,0
21276,210.0,1
21278,330.4,0
21279,212.8,0
21280,143.4,0
21281,144.2,0
21283,333.8,0
21285,211.6,1
21289,303.4,0
21290,207.4,1
21291,325.4,0
21292,142.8,0
21293,294.8,0
21294,326.6,0
21295,129.2,0
21299,139.6,0
21300,205.4,1
21301,145.4,0
21302,338.2,0
21303,219.0,0
21305,334.2,0
21306,132.4,0
21307,208.0,0
21308,288.2,0
21309,200.8,0
21311,290.0,0
21313,327.0,0
21314,325.4,0
21316,320.0,0
21317,288.4,0
21319,142.4,0
21321,145.2,0
21322,333.2,0
21323,144.8,0
21324,124.0,0
21325,327.4,0
21327,311.2,0
21331,134.4,0
21332,281.6,0
21333,320.6,0
21334,228.4,0
21336,312.6,0
21337,334.2,0
21339,179.4,0
21340,332.2,0
21344,141.4,0
21345,337.0,0
21346,144.0,0
21347,141.6,0
21348,142.6,0
21349,144.6,0
21350,314.8,0
21351,137.6,0
21353,144.8,0
21355,315.6,0
21358,328.6,0
21359,323.2,0
21360,142.8,0
21361,142.4,0
21362,134.6,0
21363,325.2,0
21364,325.2,0
21365,182.2,0
21366,201.4,1
21367,286.8,0
21368,126.8,0
21369,331.2,0
21370,144.6,0
21371,327.8,0
21372,324.4,0
21373,326.6,0
21374,303.8,0
21375,144.6,0
21379,324.8,0
21381,325.2,0
21383,301.4,0
21384,308.8,0
21385,215.6,0
21387,315.2,0
21388,316.4,0
21389,333.4,0
21390,145.2,0
21392,310.4,0
21393,324.6,0
21394,289.8,1
21398,127.4,0
21400,326.6,0
21401,137.8,0
21403,331.0,0
21405,137.4,0
21406,188.8,1
21407,291.8,0
21408,319.4,0
21409,302.4,0
21410,313.0,0
21411,304.8,0
21412,126.8,0
21413,308.4,0
21414,185.4,0
21415,173.4,0
21416,154.8,0
21417,138.6,1
21418,93.6,1
21419,306.2,1
21421,322.6,0
21422,332.2,0
21423,144.6,0
21425,322.6,0
21427,320.6,0
21428,324.2,0
21429,279.0,0
21430,216.4,0
21431,301.2,0
21432,214.0,0
21433,306.4,1
21434,138.8,0
21435,283.4,1
21436,145.4,0
21437,146.2,0
21441,190.2,0
21442,145.4,0
21443,323.6,0
21445,299.2,0
21449,130.0,0
21452,319.6,0
21454,171.4,0
21456,145.2,0
21457,178.4,0
21460,314.4,0
21461,301.2,0
21462,308.6,0
21463,311.0,0
21465,330.0,0
21466,325.0,0
21467,244.8,0
21468,327.2,0
21469,299.0,0
21470,209.8,0
21471,217.6,0
21474,304.0,0
21479,141.0,0
21480,328.6,0
21481,288.8,0
21482,212.0,0
21483,229.4,0
21485,327.8,0
21486,336.8,0
21488,306.4,0
21490,283.0,1
21491,289.2,0
21496,217.6,0
21497,253.2,0
21498,178.8,0
21499,339.4,0
21500,135.4,0
21502,218.2,0
21503,315.0,0
21504,314.2,0
21505,291.2,0
21506,143.2,0
21507,236.8,0
21508,229.8,1
21509,204.0,0
21510,316.2,0
21511,338.2,0
21512,234.8,0
21514,145.2,0
21515,228.2,0
21518,240.4,0
21519,217.8,0
21520,203.2,0
21521,317.8,0
21522,216.2,1
21523,253.0,0
21524,138.6,0
21526,334.4,0
21527,133.4,1
21528,241.2,0
21529,144.8,0
21532,215.4,0
21533,255.4,0
21534,241.8,0
21535,246.4,0
21537,294.2,0
21538,212.8,0
21539,332.6,1
21540,218.4,0
21541,199.6,0
21542,329.4,0
21543,310.6,0
21544,295.4,0
21545,337.8,0
21546,179.2,0
21547,273.2,0
21549,327.0,0
21551,198.8,0
21552,288.6,0
21553,145.2,0
21554,145.0,0
21556,144.0,0
21558,173.6,0
21559,214.4,0
21563,333.6,0
21565,309.2,0
21568,321.6,0
21569,138.2,0
21575,333.4,0
21576,320.0,0
21577,218.2,0
21578,143.2,0
21579,337.8,0
21580,333.8,0
21581,110.6,1
21582,144.4,0
21583,217.0,0
21586,296.2,0
21587,328.2,0
21590,325.0,0
21592,333.6,0
21593,177.8,0
21594,334.6,0
21597,126.6,0
21598,307.2,0
21599,287.0,0
21600,140.8,0
21601,292.6,0
21602,127.4,0
21603,145.6,0
21605,259.2,0
21606,316.4,0
21607,165.2,0
21610,312.2,0
21611,281.0,1
21612,325.8,1
21613,323.0,0
21614,242.4,0
21615,250.6,0
21617,330.8,0
21619,280.8,0
21622,311.2,1
21624,218.4,0
21625,293.0,0
21629,319.2,0
21630,236.6,1
21631,238.6,0
21632,140.6,0
21634,334.6,0
21636,124.0,0
21637,333.0,0
21638,130.6,0
21639,326.4,0
21640,163.8,0
21641,118.4,1
21642,337.4,0
21643,320.0,0
21644,329.6,0
21645,124.4,0
21648,218.0,0
21650,327.0,0
21652,213.6,0
21653,305.0,0
21655,132.4,0
21656,329.2,0
21657,331.2,0
21658,131.2,0
21660,132.2,0
21662,195.4,0
21663,332.8,0
21664,335.4,0
21666,286.8,0
21667,323.4,0
21668,136.8,0
21671,252.6,0
21672,216.6,0
21673,328.4,0
21674,275.0,1
21675,321.8,0
21679,212.4,1
21681,176.0,0
21683,182.2,1
21684,154.6,0
21685,328.8,0
21686,313.8,0
21687,286.4,1
21689,217.4,0
21691,206.0,0
21692,318.4,0
21693,300.2,0
21694,334.8,0
21695,322.6,0
21697,329.4,0
21698,134.8,0
21700,265.4,0
21701,313.0,0
21704,145.6,0
21706,209.4,0
21707,181.0,0
21708,217.2,1
21710,297.4,0
21711,294.2,0
21714,330.6,0
21715,291.2,0
21716,333.0,0
21720,253.0,0
21721,324.8,0
21722,322.4,0
21723,232.6,0
21724,289.8,0
21726,313.6,0
21727,247.0,0
21728,329.4,0
21729,252.6,0
21731,307.8,0
21734,319.2,0
21735,320.4,0
21741,316.4,0
21742,312.0,0
21743,331.0,0
21745,293.2,0
21747,294.0,0
21750,306.8,0
21751,209.8,0
21752,183.8,0
21753,325.8,0
21754,329.2,0
21755,324.6,0
21757,217.4,0
21758,216.6,0
21759,322.6,0
21760,328.6,0
21761,318.4,0
21762,324.8,0
21767,326.2,0
21768,303.4,0
21769,216.6,0
21770,323.4,0
21771,319.2,0
21772,226.4,0
21773,321.2,0
21774,203.0,0
21775,146.2,0
21776,327.0,0
21777,331.0,0
21778,289.2,0
21779,282.0,1
21781,210.8,0
21782,256.0,0
21784,178.8,0
21785,335.4,0
21787,331.2,0
21788,320.0,0
21789,137.4,0
21790,334.2,0
21791,292.8,0
21792,333.8,0
21794,173.6,0
21796,199.4,0
21797,323.6,0
21798,299.2,0
21799,332.4,0
21800,215.8,0
21801,332.4,0
21802,285.0,0
21803,146.4,0
21806,335.2,0
21807,282.8,0
21808,205.6,0
21809,328.2,0
21813,321.8,0
21815,130.8,0
21817,159.4,0
21819,100.2,1
21821,212.0,0
21824,139.8,0
21825,318.2,0
21829,172.4,0
21831,141.8,0
21832,250.6,0
21833,308.0,0
21834,315.0,0
21835,317.2,0
21836,142.0,1
21840,252.8,0
21841,316.0,0
21843,119.2,1
21845,302.2,0
21846,255.0,1
21847,319.6,0
21849,129.6,1
21850,252.2,0
21851,278.2,0
21852,298.2,0
21853,267.4,1
21854,312.8,0
21858,299.0,0
21859,312.6,0
21860,230.4,0
21861,274.8,0
21862,144.8,0
21863,317.6,0
21866,323.2,0
21867,323.4,0
21868,130.0,0
21871,132.8,0
21872,132.0,0
21873,134.0,0
21876,315.0,0
21878,138.6,0
21879,257.2,0
21881,322.8,0
21882,313.8,0
21884,284.4,0
21885,312.4,0
21886,319.2,0
21887,278.8,0
21889,233.8,1
21891,263.4,0
21893,178.0,0
21894,248.4,0
21896,309.8,0
21897,338.2,0
21900,92.4,1
21901,136.6,0
21902,325.6,0
