vehicle_id,Spec_0,Spec_1,Spec_2,Spec_3,Spec_4,Spec_5,Spec_6,Spec_7
20390,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20391,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
20392,Cat1,Cat7,Cat1,Cat2,Cat0,Cat0,Cat4,Cat0
20393,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat4,Cat0
20394,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
20396,Cat1,Cat1,Cat1,Cat3,Cat0,Cat0,Cat3,Cat3
20397,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20398,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20399,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
20400,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
20401,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
20402,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1
20403,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20404,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20408,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
20411,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1
20412,Cat1,Cat1,Cat1,Cat3,Cat0,Cat0,Cat3,Cat3
20414,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20415,Cat0,Cat7,Cat1,Cat3,Cat0,Cat0,Cat2,Cat0
20416,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20417,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
20420,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20422,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1
20423,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
20424,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
20425,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
20428,Cat0,Cat5,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20430,Cat0,Cat5,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20431,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20432,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
20433,Cat0,Cat1,Cat1,Cat1,Cat0,Cat1,Cat0,Cat1
20434,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
20435,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat2,Cat0
20436,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20437,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
20440,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
20441,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20443,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
20445,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1
20446,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1
20447,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0
20448,Cat0,Cat7,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0
20449,Cat0,Cat1,Cat1,Cat2,Cat0,Cat0,Cat1,Cat0
20450,Cat0,Cat1,Cat1,Cat2,Cat0,Cat0,Cat1,Cat0
20451,Cat0,Cat1,Cat1,Cat2,Cat0,Cat0,Cat1,Cat0
20453,Cat0,Cat1,Cat1,Cat2,Cat0,Cat0,Cat1,Cat0
20454,Cat0,Cat1,Cat1,Cat2,Cat0,Cat0,Cat1,Cat0
20455,Cat0,Cat1,Cat1,Cat2,Cat0,Cat0,Cat1,Cat0
20456,Cat1,Cat6,Cat0,Cat3,Cat0,Cat1,Cat3,Cat3
20457,Cat0,Cat11,Cat3,Cat0,Cat0,Cat0,Cat2,Cat1
20460,Cat0,Cat1,Cat1,Cat2,Cat0,Cat0,Cat1,Cat0
20462,Cat0,Cat9,Cat3,Cat0,Cat0,Cat1,Cat0,Cat1
20463,Cat1,Cat6,Cat0,Cat3,Cat0,Cat1,Cat3,Cat3
20464,Cat0,Cat9,Cat3,Cat0,Cat0,Cat0,Cat0,Cat1
20466,Cat0,Cat4,Cat6,Cat2,Cat0,Cat3,Cat2,Cat1
20468,Cat1,Cat12,Cat0,Cat3,Cat0,Cat3,Cat8,Cat3
20470,Cat1,Cat12,Cat0,Cat0,Cat0,Cat2,Cat4,Cat0
20471,Cat0,Cat13,Cat0,Cat0,Cat0,Cat0,Cat1,Cat0
20473,Cat0,Cat9,Cat3,Cat1,Cat0,Cat0,Cat0,Cat0
20476,Cat0,Cat14,Cat7,Cat0,Cat0,Cat0,Cat0,Cat0
20477,Cat1,Cat9,Cat3,Cat0,Cat0,Cat2,Cat4,Cat0
20478,Cat0,Cat6,Cat0,Cat0,Cat0,Cat0,Cat0,Cat2
20479,Cat0,Cat6,Cat0,Cat0,Cat0,Cat0,Cat0,Cat2
20480,Cat0,Cat1,Cat1,Cat2,Cat0,Cat0,Cat1,Cat0
20481,Cat0,Cat13,Cat0,Cat0,Cat0,Cat0,Cat1,Cat0
20482,Cat0,Cat9,Cat3,Cat0,Cat0,Cat0,Cat1,Cat0
20483,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0
20484,Cat0,Cat13,Cat0,Cat1,Cat0,Cat0,Cat1,Cat0
20485,Cat0,Cat4,Cat6,Cat2,Cat0,Cat3,Cat2,Cat1
20487,Cat1,Cat9,Cat3,Cat0,Cat0,Cat2,Cat4,Cat0
20489,Cat0,Cat24,Cat13,Cat2,Cat1,Cat0,Cat2,Cat1
20491,Cat1,Cat12,Cat2,Cat0,Cat0,Cat1,Cat4,Cat2
20492,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat2,Cat2
20493,Cat0,Cat5,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
20496,Cat1,Cat0,Cat2,Cat3,Cat0,Cat1,Cat3,Cat3
20498,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
20499,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
20500,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1
20501,Cat1,Cat12,Cat2,Cat0,Cat0,Cat1,Cat4,Cat2
20502,Cat0,Cat4,Cat5,Cat2,Cat0,Cat0,Cat0,Cat1
20503,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat2,Cat0
20505,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
20506,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
20507,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat2,Cat2
20508,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20510,Cat0,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0,Cat0
20511,Cat1,Cat12,Cat2,Cat0,Cat0,Cat1,Cat4,Cat2
20512,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
20513,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20514,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat2,Cat2
20515,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
20516,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
20517,Cat1,Cat12,Cat1,Cat0,Cat0,Cat0,Cat4,Cat2
20518,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20520,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
20521,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
20523,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20524,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
20525,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat2,Cat0
20526,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
20527,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
20530,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
20532,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20533,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1
20534,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20536,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20537,Cat0,Cat1,Cat1,Cat1,Cat0,Cat1,Cat0,Cat1
20538,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
20540,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20541,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20542,Cat0,Cat4,Cat0,Cat2,Cat0,Cat1,Cat0,Cat0
20544,Cat0,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0,Cat0
20545,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20546,Cat0,Cat0,Cat5,Cat0,Cat0,Cat0,Cat0,Cat1
20548,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20549,Cat0,Cat14,Cat1,Cat2,Cat0,Cat0,Cat0,Cat1
20550,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20551,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
20552,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20553,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20554,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20557,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20558,Cat0,Cat14,Cat1,Cat1,Cat0,Cat0,Cat0,Cat2
20559,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1
20560,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1
20562,Cat0,Cat1,Cat1,Cat0,Cat0,Cat1,Cat1,Cat2
20563,Cat0,Cat7,Cat1,Cat0,Cat0,Cat3,Cat0,Cat2
20565,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
20567,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat2,Cat1
20568,Cat0,Cat1,Cat1,Cat1,Cat0,Cat1,Cat0,Cat1
20569,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20570,Cat0,Cat5,Cat1,Cat2,Cat0,Cat0,Cat0,Cat1
20571,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
20573,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
20574,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
20575,Cat0,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0,Cat1
20576,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat2
20577,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
20578,Cat0,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0,Cat1
20579,Cat0,Cat14,Cat1,Cat2,Cat0,Cat0,Cat0,Cat1
20580,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
20582,Cat0,Cat16,Cat1,Cat2,Cat0,Cat0,Cat1,Cat2
20583,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20585,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20586,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1
20587,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
20588,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
20590,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1
20591,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
20592,Cat0,Cat2,Cat2,Cat1,Cat0,Cat0,Cat2,Cat1
20593,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1
20594,Cat0,Cat1,Cat1,Cat2,Cat0,Cat1,Cat1,Cat0
20595,Cat0,Cat1,Cat1,Cat1,Cat0,Cat1,Cat0,Cat1
20596,Cat0,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0,Cat0
20597,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat2,Cat0
20598,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
20599,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20600,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
20601,Cat0,Cat7,Cat1,Cat0,Cat0,Cat1,Cat0,Cat0
20602,Cat0,Cat1,Cat1,Cat1,Cat0,Cat1,Cat0,Cat0
20603,Cat1,Cat6,Cat2,Cat2,Cat0,Cat0,Cat3,Cat2
20604,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
20606,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat3,Cat2
20607,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
20608,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20610,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
20611,Cat0,Cat7,Cat1,Cat0,Cat0,Cat3,Cat0,Cat2
20612,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
20613,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
20614,Cat0,Cat5,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
20615,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1
20616,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
20617,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
20618,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
20619,Cat0,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0,Cat1
20624,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat4,Cat0
20625,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20626,Cat0,Cat7,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0
20629,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
20631,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
20633,Cat1,Cat1,Cat1,Cat2,Cat0,Cat0,Cat3,Cat2
20634,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
20635,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20636,Cat0,Cat4,Cat0,Cat2,Cat0,Cat1,Cat0,Cat0
20638,Cat0,Cat1,Cat1,Cat0,Cat0,Cat1,Cat1,Cat0
20639,Cat0,Cat0,Cat5,Cat0,Cat1,Cat0,Cat2,Cat1
20640,Cat0,Cat2,Cat2,Cat0,Cat0,Cat1,Cat0,Cat1
20641,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20642,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1
20643,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
20645,Cat0,Cat2,Cat2,Cat1,Cat0,Cat0,Cat2,Cat1
20646,Cat0,Cat4,Cat0,Cat2,Cat0,Cat1,Cat0,Cat0
20648,Cat0,Cat2,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0
20651,Cat0,Cat7,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0
20652,Cat0,Cat9,Cat3,Cat0,Cat0,Cat0,Cat1,Cat0
20653,Cat1,Cat13,Cat0,Cat0,Cat0,Cat0,Cat4,Cat0
20655,Cat1,Cat10,Cat10,Cat2,Cat0,Cat0,Cat4,Cat3
20656,Cat0,Cat10,Cat0,Cat0,Cat0,Cat1,Cat0,Cat0
20657,Cat0,Cat17,Cat0,Cat0,Cat0,Cat0,Cat0,Cat1
20658,Cat0,Cat10,Cat0,Cat0,Cat0,Cat0,Cat0,Cat1
20660,Cat0,Cat9,Cat3,Cat0,Cat0,Cat0,Cat1,Cat0
20661,Cat0,Cat7,Cat0,Cat0,Cat0,Cat0,Cat0,Cat0
20662,Cat0,Cat0,Cat0,Cat1,Cat0,Cat0,Cat0,Cat1
20664,Cat1,Cat0,Cat2,Cat3,Cat0,Cat1,Cat3,Cat3
20667,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
20668,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1
20671,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat3,Cat2
20672,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
20675,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
20676,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
20677,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
20680,Cat1,Cat1,Cat1,Cat2,Cat0,Cat1,Cat4,Cat2
20682,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
20683,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
20684,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
20685,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
20688,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat4,Cat0
20689,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
20690,Cat0,Cat1,Cat1,Cat1,Cat0,Cat1,Cat2,Cat0
20693,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat4,Cat2
20695,Cat1,Cat1,Cat1,Cat3,Cat0,Cat0,Cat3,Cat2
20696,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
20697,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
20698,Cat0,Cat7,Cat1,Cat1,Cat0,Cat1,Cat0,Cat1
20699,Cat1,Cat1,Cat1,Cat3,Cat0,Cat0,Cat3,Cat2
20700,Cat1,Cat7,Cat1,Cat0,Cat0,Cat0,Cat3,Cat2
20701,Cat0,Cat1,Cat1,Cat1,Cat0,Cat1,Cat0,Cat1
20704,Cat1,Cat1,Cat1,Cat3,Cat0,Cat0,Cat3,Cat2
20705,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1
20706,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
20711,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
20712,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
20713,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0
20715,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
20716,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat2
20717,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
20718,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat2
20719,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1
20720,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat2
20721,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0
20724,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat2
20725,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0
20727,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
20728,Cat1,Cat4,Cat2,Cat2,Cat0,Cat0,Cat4,Cat2
20729,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
20731,Cat0,Cat1,Cat1,Cat1,Cat0,Cat1,Cat0,Cat1
20732,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
20733,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20734,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
20735,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
20736,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
20737,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1
20738,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
20739,Cat0,Cat2,Cat2,Cat0,Cat0,Cat0,Cat0,Cat1
20740,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
20741,Cat0,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0,Cat2
20742,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
20743,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
20744,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
20745,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
20747,Cat0,Cat1,Cat1,Cat1,Cat0,Cat1,Cat0,Cat1
20750,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
20751,Cat0,Cat1,Cat1,Cat1,Cat0,Cat1,Cat0,Cat1
20752,Cat1,Cat5,Cat1,Cat3,Cat0,Cat0,Cat4,Cat3
20754,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
20756,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
20757,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
20758,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
20760,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
20763,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1
20765,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
20770,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
20773,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
20774,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
20776,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
20778,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1
20779,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1
20780,Cat0,Cat1,Cat1,Cat1,Cat0,Cat2,Cat1,Cat0
20781,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1
20785,Cat1,Cat9,Cat3,Cat0,Cat0,Cat0,Cat4,Cat0
20786,Cat0,Cat4,Cat6,Cat2,Cat1,Cat4,Cat2,Cat0
20787,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0
20788,Cat1,Cat4,Cat0,Cat3,Cat0,Cat3,Cat7,Cat3
20789,Cat0,Cat11,Cat3,Cat0,Cat0,Cat0,Cat1,Cat2
20790,Cat0,Cat5,Cat13,Cat2,Cat1,Cat4,Cat2,Cat0
20791,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0
20792,Cat1,Cat9,Cat3,Cat1,Cat0,Cat0,Cat4,Cat0
20794,Cat0,Cat9,Cat3,Cat0,Cat0,Cat1,Cat0,Cat1
20796,Cat0,Cat14,Cat8,Cat0,Cat0,Cat0,Cat0,Cat1
20797,Cat0,Cat22,Cat13,Cat2,Cat1,Cat0,Cat2,Cat1
20798,Cat0,Cat12,Cat0,Cat3,Cat0,Cat0,Cat0,Cat1
20800,Cat1,Cat8,Cat10,Cat2,Cat0,Cat0,Cat4,Cat1
20801,Cat0,Cat11,Cat3,Cat0,Cat0,Cat0,Cat0,Cat0
20802,Cat0,Cat4,Cat6,Cat2,Cat1,Cat4,Cat2,Cat0
20803,Cat0,Cat9,Cat3,Cat1,Cat0,Cat0,Cat0,Cat0
20804,Cat1,Cat9,Cat3,Cat1,Cat0,Cat0,Cat4,Cat0
20807,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
20808,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
20809,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
20812,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
20813,Cat0,Cat0,Cat2,Cat0,Cat0,Cat0,Cat0,Cat0
20815,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
20816,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
20818,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat0
20819,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
20822,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
20823,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
20824,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
20825,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat0,Cat1
20826,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat3,Cat0
20827,Cat0,Cat0,Cat2,Cat0,Cat0,Cat0,Cat0,Cat0
20829,Cat1,Cat13,Cat0,Cat0,Cat0,Cat1,Cat4,Cat0
20830,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20832,Cat0,Cat0,Cat2,Cat0,Cat0,Cat0,Cat0,Cat0
20834,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
20835,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1
20836,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat3,Cat0
20837,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1
20842,Cat0,Cat14,Cat1,Cat1,Cat0,Cat0,Cat1,Cat0
20844,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
20845,Cat0,Cat1,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1
20846,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
20847,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat0
20848,Cat0,Cat1,Cat1,Cat0,Cat0,Cat0,Cat1,Cat2
